dkey,title,authors,source,type,keywords,url
73f532a91e08b60f73a789ffc2f74c7d,Obchody 100-lecia Odzyskania przez Polskę Niepodległości w regionie ostródzkim,"Sajkowski, Ryszard","Ryszard Sajkowski, Obchody 100-lecia Odzyskania przez Polskę Niepodległości w regionie ostródzkim, Rocznik Historyczny Pojezierza Iławskiego 10, 2020, 283-320",article,"['obchody', 'Ostróda', 'samorząd', 'kultura', '1918-2018', 'społeczeństwo']",https://depot.ceon.pl/handle/123456789/18853
bc9bb1f4c2a6e297c40d9bece25166be,Młodzi w social mediach – wybrane aspekty funkcjonowania polskich i rosyjskich studentów w E-sieci,"Shurlakova, Natalia","Shurlakova N., Wojtkowiak M., Młodzi w social mediach – wybrane aspekty funkcjonowania polskich i rosyjskich studentów w E-sieci, „Zabawy i Zabawki: kwartalnik poświęcony zagadnieniom ludyzmu i ludyczności” 2018, r. 16, s. 163-188.",article,[],https://depot.ceon.pl/handle/123456789/18850
ed51e002dc8f0e26977f2d0ce4ad3bf5,Polityka historyczna z etyką w tle. Patologie w kreowaniu doświadczeń turystów kulturowych,"Mikos von Rohrscheidt, Armin","Mikos v. Rohrscheidt A., 2018, Polityka historyczna z etyką w tle. Patologie w kreowaniu doświadczeń turystów kulturowych, ""Folia Turistica, nr 49, s. 67-123",article,"['polityka historyczna', 'polityka pamięci', 'etyka w turystyce', 'manipulacja historią', 'turystyka dziedzictwa', 'turystyka kulturowa', 'turystyka historyczna']",https://depot.ceon.pl/handle/123456789/18849
f7be107eaa48f439716ba2f6284c58bd,"Turystyka Kulturowa. Fenomen, potencjał, perspektywy (wyd. III)","Mikos von Rohrscheidt, Armin","Mikos v. Rohrscheidt, A., Turystyka kulturowa. Fenomen, potencjał, perspektywy, Poznań, 2016",book,"['formy turystyki', 'formy podróży', 'organizacja turystyki', 'turystyka kulturowa']",https://depot.ceon.pl/handle/123456789/18813
fb68c30d1eb96f257d545e89e4e343d7,Legalna korupcja metodą zapewniania korzyści majątkowych i osobistych,"Walczak, Waldemar","W. Walczak, Legalna korupcja metodą zapewniania korzyści majątkowych i osobistych, ""Annales Universitatis Paedagogicae Cracoviensis, Studia de Securitate"" 2020, nr 1, s. 217-256.",article,"['legalna korupcja', 'korzyści materialne i osobiste', 'system władzy', 'sieć powiązań i zależności', 'bezpieczeństwo wewnętrzne', 'aspekty prawne']",https://depot.ceon.pl/handle/123456789/18798
4aee506ea8864d49d204953d17ddf930,Nowy populizm penalny na przykładzie przestępstw przeciwko wiarygodności faktur,"Nowak, Mateusz","Nowak, M. (2018). Nowy populizm penalny na przykładzie przestępstw przeciwko wiarygodności faktur. Poliarchia, 2(11), 27-59. https://doi.org/10.12797/Poliarchia.06.2018.11.02",article,[],https://depot.ceon.pl/handle/123456789/18787
d417bbec32495c9f2da323ae4dafc017,"Motywy memoratywne dokumentów Kazimierza Konradowica, księcia kujawsko-łęczyckiego","Drelicharz, Gertruda","Drelicharz, G. (2018). Motywy memoratywne dokumentów Kazimierza Konradowica, księcia kujawsko-łęczyckiego. Poliarchia, 2(11), 5–25. https://doi.org/10.12797/Poliarchia.06.2018.11.01.",article,[],https://depot.ceon.pl/handle/123456789/18786
5d6353d22c2f848679066a0f1e73e08a,Łemkowska mniejszość etniczna w polskiej przestrzeni społecznej,"Hopej, Malwina","Hopej, M. (2015). Łemkowska mniejszość etniczna w polskiej przestrzeni społecznej. Zeszyty Naukowe Koła Wschodnioeuropejskiego Stosunków Międzynarodowych. Znaczenie mniejszości etnicznych, narodowych i językowych w Europie, 12, 56-75.",article,"['Łemkowie', 'Polska', 'mniejszość etniczna']",https://depot.ceon.pl/handle/123456789/18785
4da4d260c7e4eafea696a614be34170a,Istota prawdziwej OJCZYZNY. Sposoby rozumienia wartości OJCZYZNA przez młodych Polaków z Polski i Ukrainy posiadających polskie obywatelstwo lub formalną przynależność do narodu polskiego,"Hopej, Malwina","Hopej, M. (2017). Istota prawdziwej OJCZYZNY. Sposoby rozumienia wartości OJCZYZNA przez młodych Polaków z Polski i Ukrainy posiadających polskie obywatelstwo lub formalną przynależność do narodu polskiego. Przegląd Narodowościowy, 7, 279-304.",article,"['Polska', 'Ukraina', 'ojczyzna', 'mniejszość polska']",https://depot.ceon.pl/handle/123456789/18783
c781e47594cfe67684188c19d2a06649,Geopolityczne determinanty współpracy Europy z Ukrainą,"Hopej, Malwina","M. Hopej, ""Geopolityczne determinanty współpracy Europy z Ukrainą"" [w] T. Lachowski, V. Mazurenko red. ""Ukraina po Rewolucji Godności. Prawa człowieka – tożsamość narodowa"", Łódź-Olsztyn 2017, s. 247-252.",bookPart,"['geopolityka', 'Ukraina', 'Europa', 'Unia Europejska']",https://depot.ceon.pl/handle/123456789/18781
c3638c78b1cd18553507164a999f2d28,Sojusz prawdy z okrucieństwem,"Drelich, Sławomir","Drelich S., Sojusz prawdy z okrucieństwem, w: J. Mysona Byrska, W. Zuziak (red.), Wolność i władza w życiu publicznym, Wydawnictwo Naukowe Papieskiej Akademii Teologicznej w Krakowie, Kraków 2008, s. 327-340.",bookPart,"['wolność mediów', 'media masowe', 'prawda', 'etyka dziennikarska', 'etyka mediów', 'dziennikarstwo odpowiedzialne']",https://depot.ceon.pl/handle/123456789/18780
e22191953f49f61341aa8e4c5bca62a0,Ewolucja Homo sapiens determinowana przez rozwój mediów,"Brzyszcz, Ewelina","Brzyszcz E., Ewolucja Homo sapiens determinowana przez rozwój mediów, „Zeszyty Studenckiego Ruchu Naukowego Uniwersytetu Jana Kochanowskiego w Kielcach” 2015, nr 23, s. 13-18.",article,[],https://depot.ceon.pl/handle/123456789/18779
4c74404dc0852e5ca24c065386197454,Wykorzystanie doświadczeń z realizacji projektów jako element doskonalenia procesów zarządzania wiedzą w polskich organizacjach - wyniki badań,"Pawlak, Robert","Pawlak, R. (2019). Wykorzystanie doświadczeń z realizacji projektów jako element doskonalenia procesów zarządzania wiedzą w polskich organizacjach - wyniki badań. e-mentor, 3(85), 65-76. DOI: https://doi.org/10.15219/em85.1475",article,"['doświadczenia projektowe', 'zarządzanie wiedzą projektową', 'organizacyjne uczenie się', 'kultura organizacyjna', 'dojrzałość projektowa']",https://depot.ceon.pl/handle/123456789/18773
e604d8045db5e72c59b6d8a44f825554,Pomoc i wsparcie w środowisku lokalnym osobom doświadczającym przemocy w rodzinie,"Urbańska, Magda","Urbańska M., Pomoc i wsparcie w środowisku lokalnym osobom doświadczającym przemocy w rodzinie, w: A. Witkowska-Paleń (red.), Przemoc w rodzinie: pomoc, interwencja, wsparcie społeczne, Maternus Media, Tychy 2016, s. 199-220.",bookPart,['przemoc w rodzinie'],https://depot.ceon.pl/handle/123456789/18771
34e37f591a3b1188ba732156c77b1d4c,Przemoc w rodzinie w percepcji młodzieży szkolnej w gminie Janów Lubelski,"Komorska, Marta","Komorska M., Mazur A., Wiśniewski P., Przemoc w rodzinie w percepcji młodzieży szkolnej w gminie Janów Lubelski, w: A. Witkowska-Paleń (red.), Przemoc w rodzinie: pomoc, interwencja, wsparcie społeczne, Maternus Media, Tychy 2016, s. 106-132.",bookPart,"['przemoc w rodzinie', 'młodzież szkolna']",https://depot.ceon.pl/handle/123456789/18770
f30e53d176cc723383db10475b59db92,Duszpasterstwo wobec destrukcji środowiska psychicznego człowieka,"Wiszowaty, Edward","Wiszowaty E., Duszpasterstwo wobec destrukcji środowiska psychicznego człowieka, „Perspectiva. Legnickie Studia Teologiczno-Historyczne” 2014, r. XIII, nr 2 (25), s. 183–195.",article,"['cywilizacja techniczna', 'destrukcja', 'duszpasterstwo', 'środowisko psychiczne']",https://depot.ceon.pl/handle/123456789/18769
2929a40c72e659f2596d7e4e5e7b1f8f,Potencjał sił zbrojnych Francji,"Hopej, Malwina","M. Hopej, Potencjał sił zbrojnych Francji, ""Chorzowskie Studia Polityczne"" 12/2016",article,"['Francja', 'siły zbrojne', 'wojsko', 'uzbrojenie', 'modernizacja']",https://depot.ceon.pl/handle/123456789/18767
3b46a3381bc3108fa8d97b5c1c984801,Samoocena ruchliwości międzypokoleniowej w kontekście przemian struktury społecznej,"Janicka, Krystyna","Janicka, K. (2020). Samoocena ruchliwości międzypokoleniowej w kontekście przemian struktury społecznej. Studia BAS, 2(62), 129-142. https://doi.org/10.31268/StudiaBAS.2020.17.",article,"['ruchliwość międzypokoleniowa', 'ruchliwość społeczna', 'struktura społeczna w Polsce', 'badania społeczne']",https://depot.ceon.pl/handle/123456789/18756
aba8d5e296f8fc008b789bfcaa4fd5d3,Doświadczenie awansu klasowego jako kontekst kształtowania się relacji między braćmi i siostrami,"Dębska, Katarzyna","Dębska, K. (2020). Doświadczenie awansu klasowego jako kontekst kształtowania się relacji między braćmi i siostrami. Studia BAS, 2(62), 111-128. https://doi.org/10.31268/StudiaBAS.2020.16.",article,"['awans klasowy', 'emocje', 'klasa społeczna', 'nierówności', 'rodzeństwo', 'struktura społeczna w Polsce']",https://depot.ceon.pl/handle/123456789/18755
09ac482c67a103febd6737cd31e1c1aa,Niepewność zatrudnienia młodych dorosłych: analiza sekwencji karier zawodowych,"Kiersztyn, Anna","Kiersztyn, A. (2020). Niepewność zatrudnienia młodych dorosłych: analiza sekwencji karier zawodowych. Studia BAS, 2(62), 73-90. https://doi.org/10.31268/StudiaBAS.2020.14.",article,"['młodzi dorośli', 'niepewność na rynku pracy', 'sekwencje karier zawodowych', 'struktura społeczna w Polsce', 'zatrudnienie na czas określony']",https://depot.ceon.pl/handle/123456789/18754
beeafd530eab48ab168907a5254f98ea,Od diagnozy do skutecznej polityki edukacyjnej: potrzeba reorientacji w badaniach nad nierównościami w edukacji,"Sawiński, Zbigniew","Sawiński, Z. (2020). Od diagnozy do skutecznej polityki edukacyjnej: potrzeba reorientacji w badaniach nad nierównościami w edukacji. Studia BAS, 2(62), 91-109. https://doi.org/10.31268/StudiaBAS.2020.15.",article,"['nierówności edukacyjne', 'polityka edukacyjna', 'badanie PISA (Program Międzynarodowej Oceny Umiejętności Uczniów)', 'badania edukacyjne', 'struktura społeczna', 'socjologia edukacji']",https://depot.ceon.pl/handle/123456789/18753
6e0039dedd41dc9d857724e5d1fc2b49,Ruchliwość społeczna i wzory zawierania małżeństw w Polsce,"Domański, Henryk","Domański, H. (2020). Ruchliwość społeczna i wzory zawierania małżeństw w Polsce. Studia BAS, 2(62), 57-72. https://doi.org/10.31268/StudiaBAS.2020.13",article,"['dziedziczenie', 'ruchliwość społeczna', 'stratyfikacja', 'struktura społeczna w Polsce']",https://depot.ceon.pl/handle/123456789/18752
1b7bb4eb9083a3f7b385b02841794527,"Badania nad ruchliwością międzypokoleniową: podejścia, konteksty, kontrowersje","Rek-Woźniak, Magdalena","Rek-Woźniak, M. (2020). Badania nad ruchliwością międzypokoleniową: podejścia, konteksty, kontrowersje. Studia BAS, 2(62), 39-55. https://doi.org/10.31268/StudiaBAS.2020.12.",article,"['badania ilościowe', 'badania jakościowe', 'ruchliwość międzypokoleniowa', 'równość szans', 'sprawiedliwe społeczeństwo', 'struktura społeczna w Polsce']",https://depot.ceon.pl/handle/123456789/18751
4544bb20db684512b51b2ff3125da82c,"Ruchliwość społeczna jako przedmiot badań socjologicznych – podstawowe pojęcia i koncepcje, cele i znaczenie badań","Drabowicz, Tomasz","Drabowicz, T. (2020). Ruchliwość społeczna jako przedmiot badań socjologicznych – podstawowe pojęcia i koncepcje, cele i znaczenie badań. Studia BAS, 2(62), 9-22. https://doi.org/10.31268/StudiaBAS.2020.10",article,"['badania porównawcze', 'klasa społeczna', 'nierówności społeczne', 'ruchliwość społeczna', 'równość szans', 'struktura społeczna']",https://depot.ceon.pl/handle/123456789/18749
85c6112a7bc67e96bd2940e0a7ec7e06,Elity polityczne Białorusi wobec procesu transformacji systemowej w latach 1990-1994,"Czachor, Rafał","R. Czachor, Elity polityczne Białorusi wobec procesu transformacji systemowej w latach 1990-1994, „Białoruskie Zeszyty Historyczne” 2014, nr 41, s. 169-179.",article,"['Białoruś', 'elity polityczne', 'demokratyzacja']",https://depot.ceon.pl/handle/123456789/18725
7629f9ea0cc97804d31a3d0ec3c86470,YouTube w edukacji polonistycznej. Rekonesans,"Żółtowski, Dariusz","Żółtowski D. (2019) YouTube w edukacji polonistycznej. Rekonesans. Edukacja – Technika – Informatyka 4, 319–324. DOI: 10.15584/eti.2019.4.44.",article,"['YouTube', 'edukacja polonistyczna', 'edukacja medialna']",https://depot.ceon.pl/handle/123456789/18724
e649adf8f42ae1bd320821f1715a8fda,Poczet jurystów i ekonomistów 1: Maurycy Allerhand – patron „Głosu Prawa” 2018,"Redzik, Adam","Redzik, Adam, Poczet jurystów i ekonomistów 1: Maurycy Allerhand – patron „Głosu Prawa” 2018, „Głos Prawa"" 2018, t. 1, nr 1-2, poz. 11, s. 142-155.",article,['Maurcy Allerhand (1868-1942)'],https://depot.ceon.pl/handle/123456789/18721
66f21a134f41f621a801460b70fd10ab,Poczet jurystów i ekonomistów (2): Rafał Lemkin (1900-1959) – patron „Głosu Prawa” 2019,"Redzik, Adam","Redzik, Adam, Poczet jurystów i ekonomistów (2): Rafał Lemkin (1900-1959) – patron „Głosu Prawa” 2019, ""Głos Prawa"" 2019, t. 2, nr 3, poz. 17, s. 217-229.",article,"['Rafał Lemkin', 'prawnicy polscy XX w.', 'ludobójstwo/genocyd', 'Juliusz Makarewicz', 'Uniwersytet Lwowski', 'Komisja Kodyfikacyjna RP', 'Emil Stanisław Rappaport']",https://depot.ceon.pl/handle/123456789/18720
ed0aa69c2e8fcde888c89b08763cd292,"Anzelm Lutwak (1877-1942) i jego „Głos""","Redzik, Adam","Redzik, Adam, Anzelm Lutwak (1877-1942) i jego „Głos"", „Głos Prawa"" 2019, t. 2, nr 3, poz. 2, s. 8-29.",article,"['adwokatura', 'czasopiśmiennictwo prawnicze', 'nauka prawa', 'II Rzeczpospolita', 'Lwów', 'Anzelm Lutwak']",https://depot.ceon.pl/handle/123456789/18719
d6e6072e7cc1c137d8a8878fe3148327,Miejsce Federacji Rosyjskiej w polskiej polityce wschodniej. Bilans 20-lecia,"Czachor, Rafał","R. Czachor, Miejsce Federacji Rosyjskiej w polskiej polityce wschodniej. Bilans 20-lecia, „Wrocławski Przegląd Międzynarodowy” Nr 2/2011, Rok V, s. 109-131.",article,"['polityka wschodnia Polski', 'polityka zagraniczna Polski', 'stosunki polsko-rosyjskie']",https://depot.ceon.pl/handle/123456789/18714
b4a55668c57212f599a35e949769b46f,Wirtualna rzeczywistość w kontekście turystyki – wybrane aspekty teoretyczne i współczesna przestrzeń turystyczna.,"Korinth, Bartosz","Korinth, B. (2020). Wirtualna rzeczywistość w kontekście turystyki – wybrane aspekty teoretyczne i współczesna przestrzeń turystyczna. Zeszyty Naukowe WSTiE, nr 2/2019, tom 16, 60-71.",article,"['wirtualna przestrzeń turystyczna', 'aplikacje turystyczne', 'narzędzia wirtualne']",https://depot.ceon.pl/handle/123456789/18712
4ad4d6fbe143574b017bd903265f459d,"Jednostka, historia i kosmos. Obłok Magellana Stanisława Lema w kontekście przemian świadomości literackiej doby odwilży","Dudziński, Robert","R. Dudziński, Jednostka, historia i kosmos. Obłok Magellana Stanisława Lema w kontekście przemian świadomości literackiej doby odwilży, ""Literatura i Kultura Popularna"" 2019, nr 25. https://doi.org/10.19195/0867-7441.25.16",article,"['egzystencjalizm', 'marksizm', 'odwilż', 'literatury odwilży']",https://depot.ceon.pl/handle/123456789/18698
c38b9da9fbbba169bd8994fae00feb41,Rzymski wzorzec w prawie spadkowym oraz plusy i minusy wideotestamentu,"Rudnicki, Jan","J. Rudnicki, Rzymski wzorzec w prawie spadkowym oraz plusy i minusy wideotestamentu, ""Forum Prawnicze"" 2020, nr 60, s. 86-96.",article,"['prawo spadkowe', 'testament', 'wideotestament', 'prawo rzymskie']",https://depot.ceon.pl/handle/123456789/18697
f6f137febd9168526fa13a25c320dfc7,Francja i RFN na Bliskim Wschodzie i w Afryce Północnej – współpraca czy rywalizacja?,"Krzymowski, Adam","Krzymowski, A. (2011). Francja i RFN na Bliskim Wschodzie i w Afryce Północnej – współpraca czy rywalizacja. Zeszyty Naukowe Akademii Obrony Narodowej, 4 (85), 46-56.",article,[],https://depot.ceon.pl/handle/123456789/18690
d4da7418b5112328b3831e33333a2453,Lisbon Treaty (2009-2019) on the Journey to Achieve the European Union as an Effective Global Actor,"Krzymowski, Adam","Krzymowski, A., Krzymowska, K. (2019). Lisbon Treaty 2009 2019 on the Journey to Achieve the European Union as an Effective Global Actor. Studium Europy Środkowej i Wschodniej (Journal of Central and Eastern Europe), 11, 16-34.",article,[],https://depot.ceon.pl/handle/123456789/18689
bba1d6723584a29d0461738b40217d96,Sposoby radzenia sobie ze zmianami demograficznymi w polskich organizacjach,"Ratajczak, Joanna","Ratajczak, J. (2020). Sposoby radzenia sobie ze zmianami demograficznymi w polskich organizacjach. Catallaxy, 5(1): 25–34. doi:10.24136/cxy.2020.003.",article,"['zmiany demograficzne', 'starzenie się społeczeństwa', 'pokolenie', 'zarządzanie wiekiem']",https://depot.ceon.pl/handle/123456789/18685
ec8541d30235a170a582ca20f11bf79f,Klasyfikacja podregionów Polski ze względu na stopień ochrony środowiska,"Sobczak, Elżbieta","Klasyfikacja podregionów Polski ze względu na stopień ochrony środowiska / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1009, s. 107-119 tab.",article,"['wielowymiarowa analiza porównawcza', 'podregiony Polski', 'ochrona środowiska']",https://depot.ceon.pl/handle/123456789/18677
7a94070f6680257fc62c0b9527d47e44,Vera sponsa Christi - niejednoznaczności interpretacyjne w husyckich dyskusjach o Kościele,"Nowakowski, Paweł Feliks","P. F. Nowakowski, Vera sponsa Christi - niejednoznaczności interpretacyjne w husyckich dyskusjach o Kościele, w: Kościół w społeczeństwie w Czechach i w Polsce w średniowieczu i w epoce nowożytnej, red. W. Iwańczak, A. Januszek-Sieradzka, J. Smołucha, Kraków 2020, s. 239-249.",bookPart,"['husytyzm', 'herezja', 'historia Kościoła']",https://depot.ceon.pl/handle/123456789/18676
c6f1abf47dee16e907a22fb19e19eefd,Wpływ procesów globalizacji na konkurencyjność międzynarodową przedsiębiorstwa,"Sobczak, Elżbieta","Wpływ procesów globalizacji na konkurencyjność międzynarodową przedsiębiorstwa / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1043, s. 60-67",article,"['konkurencyjność międzynarodowa przedsiębiorstwa', 'globalizacja']",https://depot.ceon.pl/handle/123456789/18684
1ef5b1d92449727664844c0f9237c2ce,"System informacji o środowisku dla monitoringu, rankingów i benchmarkingu","Markowska, Małgorzata","System informacji o środowisku dla monitoringu, rankingów i benchmarkingu / Małgorzata Markowska, Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1009, s. 61-70",article,"['Agenda 21', 'zrównoważony rozwój']",https://depot.ceon.pl/handle/123456789/18683
a03e0835f176edc2cd1ea7862c685800,Segmentacja rynków zagranicznych jako determinant konkurencyjności międzynarodowej przedsiębiorstwa,"Sobczak, Elżbieta","Segmentacja rynków zagranicznych jako determinant konkurencyjności międzynarodowej przedsiębiorstwa / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2005, nr 1095, s. 130-138 rys.",article,"['segmentacja rynków zagranicznych', 'konkurencyjność międzynarodowa przedsiębiorstwa']",https://depot.ceon.pl/handle/123456789/18682
2b82c5faf7b54542e516ac34afae3865,Segmentacja rynków zagranicznych z wykorzystaniem analizy portfelowej i wielowymiarowej analizy porównawczej - aspekty metodologiczne,"Sobczak, Elżbieta","Segmentacja rynków zagranicznych z wykorzystaniem analizy portfelowej i wielowymiarowej analizy porównawczej - aspekty metodologiczne / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1021, s. 260-270 tab.",article,"['segmentacja rynków zagranicznych', 'analiza portfelowa']",https://depot.ceon.pl/handle/123456789/18681
f31540e411fa1900a1cb67856dd63875,Segmentacja rynków międzynarodowych a zróżnicowania międzyregionalne,"Sobczak, Elżbieta","Segmentacja rynków międzynarodowych a zróżnicowania międzyregionalne / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1023, s. 546-552 schem.",article,"['segmentacja rynków międzynarodowych', 'globalizacja']",https://depot.ceon.pl/handle/123456789/18680
c7f749c51afa46c8138ecb33b604df87,Segmentacja makroekonomiczna rynków zagranicznych na przykładzie krajów Unii Europejskiej i krajów kandydackich,"Sobczak, Elżbieta","Segmentacja makroekonomiczna rynków zagranicznych na przykładzie krajów Unii Europejskiej i krajów kandydackich / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2004, nr 1022, s. 239 - 249 tab.",article,"['segmentacja makroekonomiczna', 'segmentacja rynków zagranicznych', 'segmentacja rynku międzynarodowego', 'wielowymiarowa analiza porównawcza', 'analiza portfelowa', 'rynek krajów UE i krajów kandydackich', 'makrosegmentacja']",https://depot.ceon.pl/handle/123456789/18679
ede0b62843d39557b489ac8852566035,Podejścia do ustalania skal pomiaru w międzynarodowych analizach przestrzennych,"Sobczak, Elżbieta","Podejścia do ustalania skal pomiaru w międzynarodowych analizach przestrzennych / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2005, nr 1075, s. 217-223",article,"['analiza danych przestrzennych', 'statystyczna analiza danych', 'skale pomiaru', 'międzynarodowe analizy przestrzenne']",https://depot.ceon.pl/handle/123456789/18678
598d902950cb240d84eda3981aa086e6,Techniki pomiaru łańcuchów celów i środków (wprowadzenie do zastosowania segmentacji międzynarodowej),"Sobczak, Elżbieta","Techniki pomiaru łańcuchów celów i środków (wprowadzenie do zastosowania segmentacji międzynarodowej) / Elżbieta Sobczak. // Prace Naukowe Akademii Ekonomicznej we Wrocławiu. - 2000, nr 860, s. 288 - 293",article,"['segmentacja międzyrynkowa', 'teoria konsumpcyjnych łańcuchów celów i środków', 'segmentacja rynku światowego']",https://depot.ceon.pl/handle/123456789/18666
fb1e701ce5eafd10a698b77128f77bc7,Statystyka małych obszarów - aspekt metodologiczny,"Sobczak, Elżbieta","Statystyka małych obszarów - aspekt metodologiczny / E. Sobczak. // Pr. Nauk. AE Wroc. - 1998, nr 782, s. 95 - 105",article,"['metoda reprezentacyjna', 'statystyka małych obszarów']",https://depot.ceon.pl/handle/123456789/18665
642d2b298a0789a0d4165489ebb80b72,Sektorowe struktury pracujących w regionach Polski,"Markowska, Małgorzata","Sektorowe struktury pracujących w regionach Polski / M. Markowska , E. Sobczak. // Pr. Nauk. AE Wroc. - 1999, nr 809, s. 38 - 56 tab.",article,"['analiza sektorowych struktur pracujących', 'sektorowe struktury pracujących']",https://depot.ceon.pl/handle/123456789/18664
25c41e42e0ceeeb343743664441aed1d,Propozycja kompleksowej analizy porównawczej poziomu zjawiska ekonomicznego wybranych obiektów,"Sobczak, Elżbieta","Propozycja kompleksowej analizy porównawczej poziomu zjawiska ekonomicznego wybranych obiektów / E. Sobczak. // Pr. Nauk. AE Wroc. - 1997, nr 755, s. 223 - 230",article,"['wielowymiarowa analiza porównawcza', 'zjawisko ekonomiczne']",https://depot.ceon.pl/handle/123456789/18663
9a70e2aa0e0d97c58f070c6480c49a4c,Propozycja dynamiczno - przestrzennej analizy porównawczej struktur ekonomicznych,"Sobczak, Elżbieta","Propozycja dynamiczno - przestrzennej analizy porównawczej struktur ekonomicznych / E. Sobczak. // Pr. Nauk. AE Wroc. - 1996, n r 734, s. 326 - 333",article,"['struktury ekonomiczne', 'taksonomia numeryczna']",https://depot.ceon.pl/handle/123456789/18662
0a0995b731a1a2afb3aef2196894ec76,Próba oceny efektywności ekonomicznej regionów Polski,"Sobczak, Elżbieta","Próba oceny efektywności ekonomicznej regionów Polski / E. Sobczak. // Pr. Nauk. AE Wroc. - 1999, nr 807, s. 171-185 tab.",article,['efektywność ekonomiczna regionów'],https://depot.ceon.pl/handle/123456789/18661
0143688ba616a3846d3d5a7180df7fba,Uczeń ze specyficznymi trudnościami w uczeniu się w procesie uczenia się i nauczania języków obcych w Polsce,"Jaworska, Mariola","Jaworska M. 2011. Uczeń ze specyficznymi trudnościami w uczeniu się w procesie uczenia się i nauczania języków obcych w Polsce. „Neofilolog“, nr 36, 245–254.",article,[],https://depot.ceon.pl/handle/123456789/18657
60dee538b449fa34192a366b362cbc8b,Uczeń ze specyficznymi trudnościami w uczeniu się na lekcji języka obcego a ocenianie,"Jaworska, Mariola","Jaworska M., 2013. Uczeń ze specyficznymi trudnościami w uczeniu się na lekcji języka obcego a ocenianie, „Języki Obce w Szkole”, nr 2013/4, 81–88.",article,"['uczeń ze specyficznymi trudnościami w uczeniu się', 'nauka języka obcego', 'ocenianie', 'dysleksja rozwojowa']",https://depot.ceon.pl/handle/123456789/18656
a4ea5c2bd02257d0c400843dcc66b141,Nauczyciel języka obcego wobec problemu indywidualizacji procesu nauczania,"Jaworska, Mariola","Jaworska M. 2016. Nauczyciel języka obcego wobec problemu indywidualizacji procesu nauczania, „Orbis Linguarum”, nr 44/2016, 289–299.",article,"['nauczyciel języka obcego', 'indywidualizacja procesu nauczania', 'różnicowanie', 'uczniowie ze specjalnymi potrzebami edukacyjnymi', 'badanie sondażowe']",https://depot.ceon.pl/handle/123456789/18655
ebcc46630df153749ee0720dd3ef7563,W służbie pamięci najbliższych. Rękopiśmienna literatura wspomnieniowa Zofii von Schwerin z domu Dönhoff-Dönhoffstädt,"Żeglińska, Anna","Zeglińska, A. (2020). W służbie pamięci najbliższych. Rękopiśmienna literatura wspomnieniowa Zofii von Schwerin z domu Dönhoff-Dönhoffstädt. W: I. Makarczyk, A. Pytasz-Kołodziejczyk (red.). Libris serviens. Studia ofiarowane Profesor Zoi Jaroszewicz-Pieresławcew w czterdziestolecie pracy zawodowej (p. 333-342). Olsztyn: Wydawnictwo Uniwersytetu Warmińsko - Mazurskiego w Olsztynie",article,"['archiwa rodowe', 'wschodniopruskie archiwa rodowe', 'archiwum rodu von Schwerin', 'Zofia von Schwerin z domu Dönhoff-Dönhoffstädt', 'Dönhoffstädt', 'Drogosze', 'literatura wspomnieniowa', 'dzienniki']",https://depot.ceon.pl/handle/123456789/18646
eeaf91ebb6618e71b9f11c60e161f109,Zróżnicowanie struktury pracujących według sektorów intensywności działalności B+R w państwach Unii Europejskiej,"Sobczak, Elżbieta","Zróżnicowanie struktury pracujących według sektorów intensywności działalności B+R w państwach Unii Europejskiej / Elżbieta Sobczak. // Prace Naukowe Uniwersytetu Ekonomicznego we Wrocławiu. - 2013, nr 281, s. 140-150",article,"['struktura pracujących', 'sektory intensywności działalności B+R', 'państwa Unii Europejskiej']",https://depot.ceon.pl/handle/123456789/18643
78d76f3056fdade93c8fc76d625c12c5,Inteligentne struktury pracujących a efekty strukturalne zmian zatrudnienia w państwach Unii Europejskiej,"Sobczak, Elżbieta","Inteligentne struktury pracujących a efekty strukturalne zmian zatrudnienia w państwach Unii Europejskiej / Elżbieta Sobczak. // Prace Naukowe Uniwersytetu Ekonomicznego we Wrocławiu. - 2013, nr 278, s. 111-119",article,"['struktura pracujących', 'intensywność działalności B+R', 'shift-share analysis']",https://depot.ceon.pl/handle/123456789/18642
3ba3338f38da220d6871d94576920bf8,Efekty strukturalne zmian zatrudnienia według sektorów zaawansowania technologicznego w regionach europejskich,"Sobczak, Elżbieta","Efekty strukturalne zmian zatrudnienia według sektorów zaawansowania technologicznego w regionach europejskich / Elżbieta Sobczak. // Prace Naukowe Uniwersytetu Ekonomicznego we Wrocławiu. - 2013, nr 285, s. 123-133",article,"['struktura pracujących', 'regiony europejskie NUTS 2', 'analiza shift-share']",https://depot.ceon.pl/handle/123456789/18641
